idx,scholarship_name,foundation,scholarship_type,recruit,benefit,target,period,memo
2088,양영재단 장학 (2020년),양영재단,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생",2019. 12. 01. (일) ~ 2020. 01. 15. (수),양영재단에서 추천을 의뢰한 대학에 재학 중인 대학생을 지원하는 장학입니다.
2089,농림축산식품부 장학금 (2020년 1학기),농어촌희망재단,장학금,"총 1,500명 선발",장학금지급 : 최대 0000만원,"대학생, 전문대생",2019. 12. 19. (목) ~ 2020. 01. 14. (화),"미래 농업의 주역이 될 대학생과 영농/농식품분야 취·창업을 희망하는 대학생을 위한 농어촌희망재단 장학금입니다. (2020년부터 [청년창업농육성장학금] 유형 선발대상 확대 → 대학, 전공에 관계없이 모두 지원가능)"
2090,아프리카 여행장학 : 우간다 가치투어,드림스폰,,인원 미정,,,2019. 12. 20. (금) ~ 2019. 12. 31. (화),
2091,농어촌출신 학자금 융자 (2020년 1학기),한국장학재단,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생","(1차) 2019. 11. 19. (화) ~ 2019. 12. 31. (화)
(2차) 2020. 01. 02. (목) ~ 2020. 01. 10. (금)
(3차) 2020. 02. 10. (목) ~ 2020. 02. 21. (금)","농어업인 교육비 부담 경감 및 농어촌출신 대학생에 대한 균등한 교육기회 제공의 일환으로, 무이자로 학자금을 융자해주는 사업입니다."
2092,요안나 장학회 장학,요안나 장학회,장학금,인원 미정,장학금지급 : 최대 200만원,대학생,2019. 12. 19. (목) ~ 2020. 01. 07. (화),故김연애(요안나) 님의 뜻을 따라 소외된 학생과 학업성적이 뛰어나지만 학업수행이 불가능한 학생들을 지원하는 장학금입니다.
2093,원모평애장학원 선학 장학,HJ세계평화재단 원모평애장학원,장학금,총 327명 선발,장학금지급 : 최대 500만원,"고등학생, 대학생, 전문대생, 대학원생",2019. 12. 13. (금) ~ 2020. 01. 03. (금),"HJ세계평화재단 원모평애장학원에서 고등학생, 대학생, 대학원생을 대상으로 최대 500만원을 지원하는 장학금입니다."
2094,다문화 자녀 오케스트라 모집,우리다문화장학재단,기타장학,총 20명 선발,"활동 지원 : 최대 -만원
기타혜택 : 최대 -만원","초등학생, 중학생",2019. 12. 11. (수) ~ 2020. 01. 03. (금),"8~16세 사이 다문화 가정 자녀를 대상으로 오케스트라 단원을 선발하고, 교육비와 공연 준비비 등을 지원하는 사업입니다."
2095,부산 영도구 행복영도장학 (2020년),행복영도장학회,장학금,총 60명 선발,장학금지급 : 최대 300만원,"중학생, 고등학생, 대학생, 전문대생",2019. 12. 19. (목) ~ 2020. 01. 03. (금),행복영도장학회에서 청소년들에게 균등한 기회를 제공하여 교육 소외 계층을 해소하고 미래를 이끌 지역 인재를 육성하는 장학금입니다.
2096,캠코 대학생 취업캠프,함께일하는재단,"취업연계/산학장학, 기타장학",총 150명 선발,"활동 지원 : 최대 -만원
기타혜택 : 최대 -만원","대학생, 기타/일반",2019. 12. 16. (월) ~ 2020. 01. 05. (일),금융 및 경제직렬 취업을 준비하는 전국 4년제 대학 재학(휴학)생 및 졸업생을 대상으로 실시하는 한국자산관리공사와 함께일하는재단의 취업캠프 입니다.
2097,원모평애장학원 국내대학원 장학,HJ세계평화재단 원모평애장학원,장학금,총 10명 선발,장학금지급 : 최대 500만원,대학원생,2019. 12. 23. (월) ~ 2020. 01. 06. (월),HJ세계평화재단 원모평애장학원에서 국내 대학원생을 대상으로 최대 500만원을 지원하는 장학금입니다.
2098,삼화지봉 신규장학,삼화지봉장학재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2019. 12. 13. (금) ~ 2020. 01. 15. (수),4년제 정규대학교 이공계열 재학생을 대상으로 장학금을 지급하는 삼화지봉장학재단의 장학사업입니다.
2099,농업인자녀 장학 (2020년 1학기),농어촌희망재단,장학금,인원 미정,장학금지급 : 최대 200만원,"대학생, 전문대생",2019. 12. 19. (목) ~ 2020. 01. 07. (화),부모님이 농업인인 대학 재학생들을 선발해 장학금을 지급하는 농어촌희망재단의 장학사업입니다.
2100,수산후계인력 장학 (2020년 1학기),농어촌희망재단,장학금,인원 미정,장학금지급 : 최대 250만원,"대학생, 전문대생",2019. 12. 19. (목) ~ 2020. 01. 07. (화),해양수산계열 학과 재학생 중 졸업 후 어업 및 해양수산분야 진출 예정자를 선발해 장학금을 지급하는 농어촌희망재단의 장학사업입니다.
2101,GS칼텍스 취준동고동락 4기,GS칼텍스,장학프로그램,총 135명 선발,활동 지원 : 최대 -만원,"대학생, 전문대생",2019. 12. 16. (월) ~ 2020. 01. 08. (수),"일반 기업 취업을 준비하는 대학생들을 대상으로 현직자 그룹 멘토링, 명사 특강, 보이스 트레이닝 등의 장학프로그램을 지원하는 GS칼텍스의 장학사업입니다."
2102,T&C재단 대학생멘토 모집,T&C재단,장학프로그램,인원 미정,활동 지원 : 최대 30만원,"대학생, 전문대생",2019. 12. 16. (월) ~ 2020. 01. 08. (수),T&C Fellow 프로그램에서 멘토로 참여할 대학생을 선발해 매월 정기 장학금을 지급하는 T&C재단의 장학사업입니다.
2103,오뚜기재단 장학,오뚜기함태호재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2019. 12. 19. (목) ~ 2020. 01. 21. (화),식품관련학과 및 경영과의 학생들을 선발해 장학금을 지급하는 오두기함태호재단의 장학사업입니다.
2104,양천장학회 장학 (2020년 1학기),양천장학회,장학금,인원 미정,장학금지급 : 최대 150만원,"대학생, 전문대생",2019. 12. 16. (월) ~ 2020. 01. 13. (월),대학교 2학년 이상 재학생을 선발해 장학금을 지급하는 양천장학회의 장학사업입니다.
2105,창업선도 우수대학 장학 (2020년),산학협동재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2019. 12. 09. (월) ~ 2020. 01. 15. (수),중소벤처기업부 선정 창업선도대학 44개교의 재학생을 대상으로 장학금을 지급하는 산학협동재단의 장학사업입니다.
2106,선암장학재단 장학 (2020년),선암장학재단,장학금,총 00명 선발,장학금지급 : 최대 400만원,"고등학생, 대학생",2019. 12. 02. (월) ~ 2020. 01. 10. (금),고등학생과 4년제 대학생을 대상으로 장학금을 지급하는 선암장학재단의 장학사업입니다.
2107,포스코케미칼 R&D산학장학 (2020년),포스코케미칼,취업연계/산학장학,인원 미정,"장학금지급 : 최대 -만원
활동 지원 : 최대 150만원
기타혜택 : 최대 -만원",대학원생,2019. 12. 23. (월) ~ 2020. 01. 02. (목),포스코케미칼에서 석사 과정 이수 중인 대학원생을 산학장학생으로 선발하는 장학입니다.
2108,목암과학재단 장학,목암과학장학재단,장학금,인원 미정,장학금지급 : 최대 1000만원,대학생,2019. 12. 23. (월) ~ 2020. 01. 07. (화),"화공생물공학, 생명과학, 식품생명공학, 의생명공학, 약학 계열 전공 대학생을 대상으로 장학금을 지급하는 목암과학장학재단의 장학사업입니다."
2109,안산시 일자리사업 참여자 모집 (2020년 상반기),안산시,취업연계/산학장학,총 100명 선발,근로비/수당 : 최대 -만원,기타/일반,2020. 01. 08. (수) ~ 2020. 01. 10. (금),"안산시에서 경력단절, 실전업무 미경험 등으로 어려움을 겪는 안산 시민에게 일자리 경험 기회를 제공하는 사업입니다."
2110,평택시 장학관 입사생 모집,평택시,기숙사/주거지원,총 150명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생",2020. 01. 02. (목) ~ 2020. 01. 13. (월),평택시 출신 서울진학 대학생의 수학편의를 위해 기숙시설을 제공하는 평택시의 지원사업입니다.
2111,보담장학회 장학,보담장학회,장학금,인원 미정,장학금지급 : 최대 500만원,대학생,2019. 12. 18. (수) ~ 2020. 01. 16. (목),가정형편이 곤란하여 학비조달이 어려운 대학생들을 선발해 장학금을 지급하는 보담장학회의 장학사업입니다.
2112,ICT 학점연계 프로젝트 글로벌 인턴십 (2020년 상반기),정보통신기획평가원,취업연계/산학장학,총 12명 선발,"활동 지원 : 최대 -만원
근로비/수당 : 최대 -만원","대학생, 전문대생",2019. 12. 17. (화) ~ 2020. 01. 14. (화),과학기술정보통신부와 정보통신기획평가원에서 대학생을 대상으로 ICT 학점연계 글로벌 인턴을 선발하는 사업입니다.
2113,성련장학재단 장학 (2020년 1학기),성련장학재단,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생",2019. 12. 18. (수) ~ 2020. 01. 22. (수),재정적으로 곤란한 가정 형편에서 공부하는 능력 있고 성실한 학생들에게 장학금을 지급하는 성련장학재단의 장학사업입니다.
2114,경기도광주 시민장학 (2020년),광주시민장학회,장학금,총 268명 선발,장학금지급 : 최대 300만원,"중학생, 고등학생, 대학생, 전문대생",2019. 12. 30. (월) ~ 2020. 01. 15. (수),광주시민장학회에서 경기도 광주시 거주자의 자녀 중 중·고·대학교 재학생을 지원하는 장학입니다.
2115,월악문화재단 장학,월악장학문화재단,장학금,인원 미정,장학금지급 : 최대 100만원,대학생,2019. 12. 14. (토) ~ 2020. 01. 15. (수),가정형편이 어려운 학생들을 대상으로 장학금을 지급하는 월악장학문화재단의 장학사업입니다.
2116,한국외대 현마육영재단 장학 (2020년 10기),현마육영재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2020. 01. 06. (월) ~ 2020. 01. 15. (수),현마육영재단에서 한국외국어대학 재학생 중 가정형편이 어려운 20년도 2학년 진급예정자를 지원하는 장학입니다.
2117,고려대학교 교우회 장학 (2020년 1학기),고려대학교 교우회,장학금,총 000명 선발,장학금지급 : 최대 -만원,대학생,2019. 12. 01. (일) ~ 2020. 01. 15. (수),고려대학교 교우회에서 고려대학교 재학생을 지원하는 장학입니다.
2118,헝가리정부 초청장학,국립국제교육원,연수/연구장학,인원 미정,"장학금지급 : 최대 -만원
거주 지원 : 최대 -만원
기타혜택 : 최대 -만원",대학생,2019. 11. 27. (수) ~ 2020. 01. 15. (수),헝가리 유학을 계획중이거나 현재 헝가리 대학에서 재학 중인 대한민국 국적 소지자에게 장학금을 지원하는 헝가리정부의 장학사업입니다.
2119,성모영보장학회 장학,성모영보장학회,장학금,인원 미정,장학금지급 : 최대 120만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2019. 12. 17. (화) ~ 2020. 01. 17. (금),"복음정신에 따라 물질적 도움이 필요한 어린이와 중,고,대학생들에게 장학금을 지원하는 성모영보장학회의 장학사업입니다."
2120,경기도기숙사 입사생 선발 (2020년),경기도기숙사,기숙사/주거지원,총 140명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생, 기타/일반",2019. 12. 16. (월) ~ 2020. 01. 17. (금),경기도 출신 대학생과 청년들의 주거부담을 줄이기 위해 만들어진 경기도기숙사의 신규 입사생 모집 공고입니다.
2121,남도학숙 입사생 선발,재단법인 남도장학회,기숙사/주거지원,총 727명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생, 대학원생",2020. 01. 13. (월) ~ 2020. 01. 17. (금),서울·수도권 대학에 재학 중인 광주·전남지역 대학생들의 학업장려를 위해 서울소재 기숙시설을 제공하는 남도장학회의 지원사업입니다.
2122,동래학숙 입사생 선발,동래장학회,기숙사/주거지원,총 12명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생",2019. 12. 26. (목) ~ 2020. 01. 20. (월),수도권 대학에 진학한 동래구 출신 학생들의 학업장려를 위해 기숙시설을 지원하는 동래장학회의 지원사업입니다.
2123,문숙장학재단 이공계열 장학 (2020년 1학기),문숙장학재단,장학금,총 40명 선발,장학금지급 : 최대 150만원,"대학생, 전문대생",2019. 12. 18. (수) ~ 2020. 01. 23. (목),문숙장학재단에서 이공계열 전공 대학생 40명에게 최대 150만원을 지급하는 장학금입니다.
2124,대한교통학회 장학,대한교통학회,장학금,총 8명 선발,장학금지급 : 최대 -만원,대학생,2019. 12. 09. (월) ~ 2020. 01. 13. (월),대한교통학회에서 성적이 우수하고 교통 전문성과 창조적 아이디어가 특출한 학생에게 지급하는 장학금입니다.
2125,대학생 연합기숙사 정기모집 (2020년 1학기),한국장학재단,기숙사/주거지원,인원 미정,거주 지원 : 최대 -만원,"대학생, 전문대생, 대학원생",2020. 01. 06. (월) ~ 2020. 01. 16. (목),경기도 고양시에 소재한 한국장학재단-은행권 대학생 연합기숙사의 신규 기숙사생 정기 모집입니다.
2126,희망/동행 삼일장학 (2020년 1학기),삼일장학회,장학금,총 30명 선발,장학금지급 : 최대 250만원,대학생,2019. 12. 01. (일) ~ 2020. 01. 23. (목),"삼일장학회에서 기초수급자, 차상위계층, 장애인 가정, 한부모, 다문화 가정 등 어려운 환경에 있는 대학생을 지원하는 장학입니다."
